usuario,pelicula1,pelicula2,pelicula3,pelicula4,pelicula5,pelicula6,pelicula7,pelicula8,pelicula9,pelicula10
User44851,65,16,34,37,9,25,10,3,85,60
User44852,94,66,85,21,39,40,70,23,12,88
User44853,78,34,85,94,88,56,74,6,57,33
User44854,90,54,88,22,46,85,40,7,43,54
User44855,19,17,85,76,90,64,62,76,48,83
User44856,50,14,63,47,14,64,97,51,46,2
User44857,55,28,4,72,55,72,28,93,7,46
User44858,96,24,39,12,52,51,22,93,81,90
User44859,39,59,94,31,57,59,37,56,60,94
User44860,92,91,51,12,48,55,71,29,14,28
User44861,79,30,88,39,86,33,42,30,20,2
User44862,27,15,1,11,30,83,28,13,76,27
User44863,41,85,11,7,24,14,44,52,48,95
User44864,55,84,92,97,87,29,8,82,99,44
User44865,63,94,89,58,87,62,83,15,21,13
User44866,78,80,90,74,32,45,86,15,18,2
User44867,63,97,62,3,87,60,39,51,53,17
User44868,33,75,62,50,12,99,94,78,15,99
User44869,39,92,92,37,84,28,10,42,71,99
User44870,21,90,29,83,88,97,37,82,70,9
User44871,40,75,39,76,94,54,24,24,39,88
User44872,63,38,71,44,76,19,40,99,32,85
User44873,34,25,60,13,67,93,56,93,10,3
User44874,14,97,5,80,73,57,84,32,85,53
User44875,89,48,16,59,39,83,59,25,67,19
User44876,49,4,25,49,38,98,57,89,41,2
User44877,42,66,26,20,61,83,95,91,23,15
User44878,76,71,80,25,55,61,89,25,74,91
User44879,87,66,2,83,85,12,90,15,56,38
User44880,44,41,38,68,58,37,51,59,66,90
User44881,89,77,93,45,26,79,23,63,31,27
User44882,64,6,39,49,81,4,8,44,55,82
User44883,39,84,4,73,93,27,86,57,2,47
User44884,33,6,47,59,43,50,64,52,92,28
User44885,15,51,7,17,69,81,28,16,26,22
User44886,72,48,12,61,10,83,55,80,55,61
User44887,70,90,9,49,67,22,2,97,94,36
User44888,29,52,84,29,56,4,62,90,18,93
User44889,5,38,90,4,10,71,47,58,91,14
User44890,28,55,68,69,92,40,100,2,7,81
User44891,41,27,42,54,79,39,6,75,58,23
User44892,42,8,12,1,89,85,14,86,41,64
User44893,72,41,1,20,69,92,52,39,75,44
User44894,77,96,28,90,43,47,20,80,48,34
User44895,38,62,38,42,61,44,40,42,17,7
User44896,21,40,69,60,55,93,6,9,46,16
User44897,98,49,41,8,51,55,26,82,11,69
User44898,31,100,53,19,52,32,49,56,10,40
User44899,68,10,61,13,75,15,52,53,53,25
User44900,48,4,41,41,2,31,55,69,74,26
User44901,95,87,98,96,33,8,36,3,50,46
User44902,60,64,11,44,6,99,21,62,65,59
User44903,84,73,19,35,96,76,48,63,97,72
User44904,97,81,96,27,77,69,67,92,30,37
User44905,72,93,14,33,47,21,58,31,44,16
User44906,10,88,71,32,2,78,42,82,91,40
User44907,22,36,80,4,84,45,82,53,11,99
User44908,52,92,70,13,54,81,11,39,72,3
User44909,40,26,53,24,78,41,94,87,54,90
User44910,70,96,97,57,47,67,70,90,58,54
User44911,10,75,41,20,67,73,22,17,94,6
User44912,48,3,19,10,81,9,33,60,8,76
User44913,9,52,40,56,3,16,77,41,20,79
User44914,98,7,71,78,13,17,36,98,66,83
User44915,91,52,19,59,97,56,42,41,35,99
User44916,55,74,49,35,55,67,79,25,23,81
User44917,26,69,56,6,23,95,62,31,99,76
User44918,9,5,65,55,26,39,29,1,14,25
User44919,86,61,53,51,80,40,14,64,84,66
User44920,52,64,45,27,91,14,10,82,67,87
User44921,22,35,38,11,33,75,79,92,67,87
User44922,95,60,68,62,49,21,73,74,82,99
User44923,36,75,22,60,8,99,59,4,30,29
User44924,63,60,18,100,62,60,36,87,18,63
User44925,37,36,60,72,69,6,92,16,24,91
User44926,42,8,77,91,40,69,83,75,39,64
User44927,95,99,50,98,10,45,100,21,72,1
User44928,37,36,25,79,24,1,97,42,6,48
User44929,14,93,52,6,96,83,44,54,52,65
User44930,44,84,54,53,78,73,72,23,98,29
User44931,14,41,72,22,65,54,25,77,14,2
User44932,7,42,54,99,89,76,31,86,69,94
User44933,70,56,27,33,7,6,77,36,73,3
User44934,29,37,76,64,2,69,47,64,76,34
User44935,35,7,43,80,50,93,19,17,14,76
User44936,44,41,85,71,69,54,23,87,73,9
User44937,83,99,75,91,85,50,12,72,51,53
User44938,81,52,77,42,45,46,45,51,33,22
User44939,97,79,60,53,80,28,80,95,97,55
User44940,13,62,60,82,60,93,97,3,89,67
User44941,32,14,31,34,80,76,77,68,25,56
User44942,40,76,13,60,82,37,32,69,23,36
User44943,76,22,44,99,72,21,67,12,31,32
User44944,48,94,32,83,84,94,90,81,89,72
User44945,61,73,59,62,17,26,10,84,13,5
User44946,72,37,85,94,12,69,96,100,15,3
User44947,38,51,48,25,92,6,38,81,18,28
User44948,37,46,41,24,95,19,26,58,66,83
User44949,27,49,28,14,67,21,55,91,49,65
User44950,90,16,14,75,45,66,58,50,83,50
User44951,81,48,52,85,66,10,58,38,41,60
User44952,42,91,95,54,93,32,55,70,14,70
User44953,92,29,34,9,88,38,38,21,6,12
User44954,16,88,88,64,58,3,85,79,93,84
User44955,84,8,4,33,10,9,9,3,40,34
User44956,57,66,60,48,88,91,85,43,84,52
User44957,59,20,14,66,65,78,41,63,52,20
User44958,76,13,33,45,28,90,100,90,47,29
User44959,15,85,14,11,18,88,80,56,99,91
User44960,59,94,36,14,33,33,82,7,94,43
User44961,100,18,7,73,16,55,63,43,47,91
User44962,90,9,25,88,21,6,13,68,5,92
User44963,78,6,38,93,34,98,16,98,83,75
User44964,35,46,33,92,7,84,5,98,39,16
User44965,16,74,21,72,30,25,61,86,32,35
User44966,100,72,80,39,7,54,34,11,31,42
User44967,41,70,40,26,90,44,92,42,98,54
User44968,70,79,62,82,27,27,78,69,43,67
User44969,60,69,20,51,86,52,51,38,20,89
User44970,73,64,60,46,80,39,24,76,28,15
User44971,67,89,90,57,63,32,45,5,24,61
User44972,25,91,78,54,84,59,3,44,1,38
User44973,21,16,27,40,44,96,73,78,92,48
User44974,58,100,43,50,44,11,89,80,27,22
User44975,77,14,93,87,69,29,28,26,29,38
User44976,68,82,52,74,74,40,27,94,77,5
User44977,21,5,31,74,13,45,76,79,81,56
User44978,12,21,36,10,21,76,77,25,91,52
User44979,4,28,70,3,34,30,29,81,63,80
User44980,41,8,30,57,63,58,57,72,15,46
User44981,74,82,39,12,43,45,71,6,10,78
User44982,1,5,82,90,93,12,51,9,21,68
User44983,70,65,41,76,17,28,86,70,80,40
User44984,33,97,90,54,32,100,48,88,70,13
User44985,69,44,51,12,37,64,17,24,68,89
User44986,63,64,75,79,63,22,40,9,84,21
User44987,94,17,97,27,65,14,89,59,1,40
User44988,25,53,38,15,14,44,49,25,70,82
User44989,92,45,13,44,97,43,96,32,6,2
User44990,32,61,49,3,76,29,24,22,75,89
User44991,23,62,90,55,93,21,46,56,77,59
User44992,9,77,11,98,73,92,83,84,49,49
User44993,19,12,35,20,88,48,67,69,23,7
User44994,100,23,91,78,7,95,40,19,96,99
User44995,3,26,72,31,52,26,23,24,63,13
User44996,60,29,26,72,6,37,92,58,64,20
User44997,40,82,4,39,63,64,71,88,41,62
User44998,15,100,92,54,68,47,46,30,73,76
User44999,35,46,55,86,10,73,39,68,35,82
User45000,67,74,9,82,88,81,96,31,18,68
User45001,28,96,35,39,9,16,46,98,41,3
User45002,68,82,54,75,54,79,37,65,15,68
User45003,28,100,74,6,50,42,90,94,79,70
User45004,59,86,64,24,37,35,83,54,79,24
User45005,50,22,28,38,15,43,99,22,82,26
User45006,64,22,38,33,82,61,57,41,65,66
User45007,11,98,95,29,13,97,12,89,94,66
User45008,46,94,67,31,27,53,72,10,60,43
User45009,17,100,79,31,79,8,32,28,34,11
User45010,18,93,30,10,15,15,11,17,76,13
User45011,63,97,32,32,17,34,38,94,73,96
User45012,88,30,51,98,59,8,82,15,62,55
User45013,21,15,3,45,56,2,68,1,17,53
User45014,8,57,34,61,97,56,82,3,92,42
User45015,35,97,56,6,59,71,4,74,11,61
User45016,32,95,57,54,26,96,59,56,96,66
User45017,84,16,20,27,55,35,62,69,36,26
User45018,71,88,60,93,84,54,90,36,77,31
User45019,29,58,96,24,59,25,62,16,1,54
User45020,35,70,2,97,60,99,35,51,85,41
User45021,19,96,63,28,45,82,35,46,53,57
User45022,84,25,65,80,29,69,54,53,79,5
User45023,15,42,83,77,1,69,32,77,23,4
User45024,81,36,77,37,63,88,54,22,46,37
User45025,93,1,50,63,58,70,45,7,90,1
User45026,47,92,83,47,76,18,38,70,57,99
User45027,82,32,93,16,99,10,95,24,31,8
User45028,41,42,30,100,12,12,66,80,76,10
User45029,85,3,100,1,36,73,71,85,80,39
User45030,40,64,62,61,59,2,68,73,70,44
User45031,98,95,15,47,33,44,94,12,97,84
User45032,2,92,9,3,40,31,86,71,46,10
User45033,49,25,61,20,86,97,74,75,40,1
User45034,28,26,41,21,67,82,60,3,61,39
User45035,81,99,20,90,9,75,50,61,81,39
User45036,6,19,80,60,39,2,96,1,72,71
User45037,89,91,64,79,10,59,40,70,69,21
User45038,51,22,65,38,62,63,77,89,90,62
User45039,76,57,26,50,35,86,30,23,67,90
User45040,12,79,77,89,13,91,4,93,82,20
User45041,22,67,38,55,12,100,92,74,44,73
User45042,89,91,87,69,80,94,19,36,50,58
User45043,77,63,66,37,97,25,58,21,5,34
User45044,53,95,26,98,69,93,33,92,1,9
User45045,25,23,61,21,51,37,94,66,36,3
User45046,44,24,67,89,92,10,31,10,38,84
User45047,98,99,7,52,40,34,80,71,22,100
User45048,52,13,57,56,45,67,13,51,73,57
User45049,87,78,89,17,25,14,2,61,32,43
User45050,50,29,5,65,91,53,20,48,49,44
User45051,10,26,26,35,33,79,56,55,100,82
User45052,25,23,53,65,36,41,54,51,10,13
User45053,68,54,78,41,76,22,50,79,52,74
User45054,79,80,73,86,99,91,81,97,19,42
User45055,88,100,12,36,59,1,83,17,36,88
User45056,75,98,96,40,77,85,56,78,19,73
User45057,54,83,98,76,22,25,42,81,87,5
User45058,75,7,1,84,53,10,61,49,93,15
User45059,56,81,78,79,83,8,64,62,12,57
User45060,91,47,69,32,68,91,22,54,53,46
User45061,38,76,24,50,51,64,11,23,9,55
User45062,46,97,13,80,13,91,53,96,62,23
User45063,34,41,71,5,6,10,16,20,66,97
User45064,38,77,85,14,67,53,63,13,64,15
User45065,57,67,85,58,76,63,25,57,98,26
User45066,37,25,62,97,54,43,31,46,56,38
User45067,78,44,11,56,68,22,18,22,77,50
User45068,37,6,97,87,60,25,44,92,67,99
User45069,42,3,5,98,16,7,12,22,89,62
User45070,5,19,42,13,5,21,94,72,50,100
User45071,83,63,86,93,94,35,27,16,18,20
User45072,16,30,13,11,12,66,22,42,62,66
User45073,60,41,67,88,33,22,97,90,75,92
User45074,20,99,87,93,61,36,61,44,99,60
User45075,82,30,33,51,22,70,70,12,56,76
User45076,46,97,92,93,89,92,38,46,59,48
User45077,16,43,74,1,61,87,42,92,1,95
User45078,87,60,62,3,63,76,42,93,81,1
User45079,40,36,11,84,11,28,100,39,89,42
User45080,38,63,83,82,50,28,58,8,34,98
User45081,97,72,47,62,30,88,85,34,70,37
User45082,83,50,40,29,37,53,57,30,80,62
User45083,43,38,21,96,80,89,99,29,60,81
User45084,8,68,5,34,23,18,95,16,24,97
User45085,45,29,47,91,96,52,32,20,89,11
User45086,45,40,5,68,24,56,67,88,7,10
User45087,88,47,68,82,84,16,96,44,98,27
User45088,98,4,55,83,80,43,74,32,16,54
User45089,46,51,54,54,12,96,16,44,8,49
User45090,84,73,48,40,2,55,82,78,56,5
User45091,96,90,77,39,46,57,71,1,98,27
User45092,52,77,55,16,55,95,66,13,70,15
User45093,95,92,8,37,62,84,12,96,44,3
User45094,25,45,87,73,54,98,37,90,87,80
User45095,43,76,31,25,24,59,91,94,84,73
User45096,54,53,91,12,77,81,38,36,13,7
User45097,89,61,42,27,63,11,37,49,85,59
User45098,91,52,11,38,31,57,25,45,56,58
User45099,19,56,62,30,27,18,5,29,47,68
User45100,80,98,59,90,60,25,44,97,54,26
User45101,83,85,92,76,28,5,36,26,7,45
User45102,21,11,100,95,91,76,62,69,85,15
User45103,75,54,89,59,49,65,48,97,92,99
User45104,14,30,65,28,56,35,43,41,24,17
User45105,77,69,84,47,9,3,16,40,93,67
User45106,45,24,84,81,6,59,24,56,50,61
User45107,20,22,40,76,95,78,22,43,51,54
User45108,91,48,72,72,11,6,93,76,26,32
User45109,33,36,14,17,58,30,12,3,84,28
User45110,65,88,88,85,38,96,22,91,75,84
User45111,37,23,42,57,67,22,57,45,49,50
User45112,35,44,55,7,33,22,26,56,56,9
User45113,15,25,28,4,76,95,96,71,65,87
User45114,76,26,67,92,25,17,49,74,93,60
User45115,38,26,35,9,46,68,34,77,92,49
User45116,8,50,92,69,74,65,18,3,3,24
User45117,11,68,69,41,54,33,66,36,49,72
User45118,30,80,67,5,7,71,88,34,92,82
User45119,93,41,34,25,99,28,19,70,98,88
User45120,68,86,81,68,46,54,78,24,100,59
User45121,81,74,55,78,88,34,38,51,61,6
User45122,90,52,77,52,8,27,61,31,39,14
User45123,29,45,25,86,12,5,15,99,33,73
User45124,37,59,11,3,57,43,77,7,35,49
User45125,1,35,100,31,62,74,71,15,45,69
User45126,19,58,65,89,65,18,48,11,38,86
User45127,5,76,34,92,3,1,79,55,58,97
User45128,61,4,98,38,69,100,49,60,47,78
User45129,74,40,90,44,84,57,16,3,30,27
User45130,25,7,53,66,14,97,16,61,23,17
User45131,65,40,38,26,1,20,38,14,6,40
User45132,29,48,63,1,59,22,5,89,5,7
User45133,33,40,43,1,16,1,11,66,48,83
User45134,22,68,3,43,21,77,28,45,75,80
User45135,33,6,10,3,80,10,69,41,80,31
User45136,7,97,28,40,84,3,68,24,8,67
User45137,86,25,82,33,20,81,38,73,16,3
User45138,24,38,45,17,6,22,32,52,25,45
User45139,61,60,69,18,7,13,55,59,16,65
User45140,26,5,56,97,27,79,12,44,52,26
User45141,34,80,8,38,4,93,36,49,69,73
User45142,91,50,47,29,52,21,32,46,29,25
User45143,27,13,29,10,71,99,49,8,21,78
User45144,21,39,99,1,22,27,21,94,58,94
User45145,13,6,85,50,58,68,87,28,23,78
User45146,38,46,72,50,81,37,97,57,12,11
User45147,51,74,55,3,27,49,49,20,73,51
User45148,26,38,77,40,44,62,43,100,34,76
User45149,59,60,42,40,9,29,74,15,33,79
User45150,5,8,40,95,91,83,26,22,73,62
User45151,18,39,90,23,54,34,71,39,79,69
User45152,55,76,48,20,47,68,88,61,53,88
User45153,21,26,17,2,73,62,24,82,4,52
User45154,6,88,76,24,58,87,7,49,96,86
User45155,31,79,77,44,97,93,19,1,83,38
User45156,17,14,55,37,15,75,35,57,69,9
User45157,19,76,99,10,82,95,69,4,88,11
User45158,54,22,84,38,1,20,16,18,47,44
User45159,24,61,54,88,53,46,7,68,42,100
User45160,45,52,64,22,10,69,84,9,81,28
User45161,28,52,57,40,3,99,91,16,33,52
User45162,31,33,48,52,91,12,42,33,29,45
User45163,74,82,26,10,57,93,65,30,41,59
User45164,70,93,100,77,63,28,3,11,21,93
User45165,84,4,10,68,95,61,85,4,17,42
User45166,58,36,9,48,26,20,48,94,18,60
User45167,18,8,37,13,93,88,100,58,34,92
User45168,9,33,55,85,81,64,58,91,3,66
User45169,20,7,59,54,91,62,37,100,28,12
User45170,67,91,2,94,61,39,56,10,21,50
User45171,36,64,44,22,25,18,75,27,44,85
User45172,25,88,3,7,62,43,47,66,86,63
User45173,41,82,99,91,50,39,36,39,2,46
User45174,79,52,59,85,11,73,41,62,74,88
User45175,81,24,79,96,53,70,70,70,60,8
User45176,5,53,51,5,88,33,68,36,39,52
User45177,11,72,26,34,58,97,83,33,20,38
User45178,80,78,82,86,49,60,30,90,67,2
User45179,73,91,69,25,56,25,64,32,90,87
User45180,60,99,23,6,87,27,44,64,91,22
User45181,22,57,35,21,93,9,11,69,17,85
User45182,57,94,41,30,51,40,4,24,37,11
User45183,53,100,59,43,26,6,92,98,18,34
User45184,63,96,32,62,12,75,14,100,88,98
User45185,43,29,6,96,61,81,59,75,77,44
User45186,48,15,86,96,52,18,94,21,50,67
User45187,1,54,53,72,28,57,17,99,5,51
User45188,47,86,51,25,21,93,88,56,14,12
User45189,26,100,23,89,3,63,56,18,12,83
User45190,61,78,88,42,33,68,50,25,21,46
User45191,37,69,56,57,48,18,16,34,26,79
User45192,68,7,59,27,14,4,52,95,69,40
User45193,16,39,89,18,93,40,41,18,82,18
User45194,89,68,3,51,79,88,73,88,35,6
User45195,27,85,26,67,52,79,65,56,5,8
User45196,91,85,17,38,52,57,34,15,16,20
User45197,63,18,97,36,89,16,99,69,21,40
User45198,72,91,62,89,21,84,17,67,62,2
User45199,61,48,59,44,11,5,54,61,22,8
User45200,50,45,28,42,83,96,37,27,83,65
User45201,9,38,28,100,80,18,36,1,25,99
User45202,21,98,22,93,54,52,21,95,40,10
User45203,77,94,46,15,82,39,34,80,6,26
User45204,49,80,33,23,2,29,62,30,76,2
User45205,46,64,15,4,76,15,41,80,97,98
User45206,95,90,40,73,91,82,16,50,70,79
User45207,46,64,73,79,5,100,31,46,78,37
User45208,100,23,46,89,61,21,42,55,82,65
User45209,75,42,96,43,3,21,63,63,83,42
User45210,64,12,92,14,4,6,51,4,15,84
User45211,6,71,70,39,63,34,46,17,77,16
User45212,62,65,49,2,56,57,84,37,81,75
User45213,19,8,47,84,91,32,2,33,43,62
User45214,86,52,66,34,85,62,62,57,61,64
User45215,77,49,34,81,95,8,100,16,70,94
User45216,6,50,34,82,17,85,37,75,40,82
User45217,60,25,79,28,62,52,78,51,57,76
User45218,42,68,1,90,59,8,59,26,85,51
User45219,96,21,80,8,57,63,48,47,16,4
User45220,57,86,17,44,63,77,56,73,13,44
User45221,31,63,99,2,50,93,60,47,1,49
User45222,22,62,92,58,100,10,7,22,71,61
User45223,21,42,21,13,30,53,34,63,5,43
User45224,80,25,52,43,35,52,39,88,10,81
User45225,84,58,100,25,26,47,63,22,16,93
User45226,81,73,96,15,83,84,80,67,99,100
User45227,27,99,65,38,22,65,7,97,31,98
User45228,45,60,12,12,33,92,84,42,70,60
User45229,99,41,48,62,100,60,98,21,11,26
User45230,3,99,97,73,95,12,38,35,95,89
User45231,19,70,38,14,43,85,76,22,99,3
User45232,2,16,22,43,28,33,93,66,100,75
User45233,71,80,27,95,3,8,79,27,85,69
User45234,69,76,36,59,23,31,38,18,92,98
User45235,66,47,52,30,62,80,34,81,87,39
User45236,26,61,99,41,47,100,2,76,86,26
User45237,16,88,95,27,18,51,56,59,17,81
User45238,65,44,30,89,5,26,82,26,21,9
User45239,48,62,56,66,1,74,41,23,67,20
User45240,6,44,50,90,66,50,3,50,33,51
User45241,2,67,36,1,14,19,87,30,22,96
User45242,54,61,98,32,76,63,27,39,9,43
User45243,88,82,40,37,38,29,46,47,10,83
User45244,29,44,69,9,15,24,68,26,40,3
User45245,14,27,64,64,23,93,36,7,33,100
User45246,76,99,38,36,22,97,38,52,83,93
User45247,10,72,55,7,6,12,1,80,26,61
User45248,81,18,57,58,99,9,73,17,73,32
User45249,90,61,83,11,44,62,71,35,7,75
User45250,5,30,31,39,40,87,9,10,65,76
User45251,8,79,10,66,100,71,39,57,60,80
User45252,59,77,28,9,24,97,51,89,98,93
User45253,71,92,41,77,13,100,63,57,91,20
User45254,19,14,41,16,7,96,12,52,38,45
User45255,48,6,64,70,77,15,96,84,30,4
User45256,62,43,6,74,41,4,21,52,26,14
User45257,91,13,24,8,20,20,52,13,50,9
User45258,77,92,18,41,71,84,31,28,59,70
User45259,10,67,59,97,92,88,16,51,84,36
User45260,29,91,30,37,66,89,97,76,20,63
User45261,2,37,86,11,90,74,74,27,29,55
User45262,30,95,22,6,60,81,66,32,73,27
User45263,4,40,64,96,76,20,85,48,56,20
User45264,76,62,26,23,12,10,26,11,15,75
User45265,6,34,59,56,79,34,56,39,99,87
User45266,12,9,64,76,50,82,6,12,72,14
User45267,64,43,17,28,33,70,57,17,69,42
User45268,41,61,31,92,2,1,97,66,36,64
User45269,95,4,25,8,96,18,4,11,88,74
User45270,50,10,94,4,29,74,47,83,26,34
User45271,90,88,67,84,92,55,8,82,32,49
User45272,96,37,41,13,87,63,76,67,63,43
User45273,53,95,100,53,50,66,25,62,83,36
User45274,76,49,5,86,93,78,91,83,90,41
User45275,17,2,21,83,64,42,20,19,18,94
User45276,17,76,38,36,5,33,94,79,65,55
User45277,14,20,35,30,64,79,3,64,32,92
User45278,75,19,89,67,79,38,78,14,3,55
User45279,78,48,80,65,13,91,47,54,74,84
User45280,100,25,99,19,71,65,39,49,2,73
User45281,92,65,94,15,89,36,38,76,57,73
User45282,2,90,41,4,28,14,78,59,7,36
User45283,36,87,74,8,60,35,40,17,46,100
User45284,34,67,92,54,46,15,76,26,21,29
User45285,16,6,7,53,78,70,25,95,99,49
User45286,58,14,55,50,62,84,87,62,28,5
User45287,88,64,50,59,73,71,2,41,19,19
User45288,15,64,34,94,30,89,26,68,22,74
User45289,90,100,59,78,37,66,55,9,91,73
User45290,10,71,11,86,91,38,44,50,35,66
User45291,46,81,98,9,8,17,26,5,12,79
User45292,36,91,2,77,1,12,54,23,52,63
User45293,65,89,98,5,28,24,63,72,99,91
User45294,55,2,17,77,4,6,37,54,8,93
User45295,51,88,14,74,89,67,81,98,57,7
User45296,16,3,85,83,68,88,65,85,7,99
User45297,3,81,27,54,17,51,1,40,43,26
User45298,31,85,54,99,19,100,61,23,58,61
User45299,7,56,68,19,43,17,90,73,94,79
User45300,91,24,27,52,4,53,27,56,17,24
User45301,40,35,41,87,28,78,23,62,49,71
User45302,98,85,45,86,2,68,49,86,45,99
User45303,55,58,74,59,55,88,1,89,44,4
User45304,36,89,96,56,75,98,25,50,36,25
User45305,10,52,39,26,20,38,81,40,27,71
User45306,52,86,71,11,13,69,4,61,51,94
User45307,35,50,70,10,93,96,3,28,15,39
User45308,17,70,35,81,44,29,23,22,98,30
User45309,41,66,55,24,93,27,15,85,98,83
User45310,77,81,43,32,14,14,54,25,93,76
User45311,23,37,72,76,52,84,27,95,65,85
User45312,91,54,49,40,83,34,12,4,47,61
User45313,30,45,14,73,34,91,56,63,11,95
User45314,63,85,95,84,61,43,4,12,97,6
User45315,59,56,30,65,18,18,30,58,68,35
User45316,22,22,62,36,96,14,77,66,5,4
User45317,9,65,23,44,74,56,38,36,76,4
User45318,87,35,49,83,46,85,90,5,6,24
User45319,89,7,84,46,70,36,59,77,46,22
User45320,52,68,59,3,3,60,42,67,13,4
User45321,50,50,6,96,58,73,2,48,73,2
User45322,48,93,45,36,22,68,93,40,31,30
User45323,25,64,53,96,57,87,35,6,98,23
User45324,35,31,12,86,34,65,23,20,80,20
User45325,36,2,3,64,37,16,26,74,97,7
User45326,90,49,95,1,94,99,70,89,75,85
User45327,11,22,19,9,87,56,11,100,94,87
User45328,42,55,97,69,40,3,53,71,26,90
User45329,4,56,42,23,58,95,37,22,27,70
User45330,2,97,95,41,43,32,16,58,3,93
User45331,17,89,23,59,66,27,34,6,32,93
User45332,44,4,57,42,68,33,33,28,12,60
User45333,13,41,96,49,34,29,91,76,22,42
User45334,30,15,20,51,89,90,82,80,21,28
User45335,32,100,72,28,23,75,21,73,17,65
User45336,61,97,15,56,14,39,4,9,99,66
User45337,16,100,37,11,70,45,42,81,90,18
User45338,54,97,10,4,37,35,13,41,68,3
User45339,6,17,86,18,56,45,72,66,82,2
User45340,34,62,59,87,8,93,65,32,11,10
User45341,22,74,14,32,30,7,83,8,100,90
User45342,84,86,74,63,23,65,99,90,10,30
User45343,49,57,40,70,95,82,55,89,45,57
User45344,96,83,34,29,99,52,83,28,9,82
User45345,29,42,90,89,23,19,13,14,20,77
User45346,33,35,89,81,17,78,62,5,94,13
User45347,92,11,75,32,70,36,28,20,3,4
User45348,64,12,45,14,93,50,57,22,62,35
User45349,25,89,76,42,89,16,39,83,25,31
User45350,100,5,34,28,55,86,71,64,74,11
User45351,19,85,16,35,32,99,29,19,4,100
User45352,63,45,49,60,90,22,3,77,67,18
User45353,91,21,8,79,20,100,66,11,34,60
User45354,80,13,62,30,100,63,23,82,63,8
User45355,40,91,42,47,98,72,5,44,65,65
User45356,41,39,52,91,6,27,67,91,36,99
User45357,9,58,7,44,59,51,65,64,21,67
User45358,83,17,19,10,93,24,7,24,35,3
User45359,61,54,31,25,2,4,66,43,93,59
User45360,96,43,51,36,91,15,59,77,83,22
User45361,24,41,63,67,58,90,95,63,64,32
User45362,89,87,72,20,30,13,93,95,89,95
User45363,44,69,84,6,5,60,48,82,28,46
User45364,8,2,60,88,69,48,19,41,65,98
User45365,90,58,63,63,82,95,85,58,79,3
User45366,38,28,39,53,27,99,12,38,45,33
User45367,66,89,33,35,100,21,62,82,66,37
User45368,12,87,93,93,37,21,81,82,44,96
User45369,64,97,34,51,47,27,91,66,21,88
User45370,22,44,61,84,41,85,30,27,54,55
User45371,97,41,85,94,58,8,57,5,97,64
User45372,15,74,25,69,90,44,16,100,36,63
User45373,35,26,23,53,8,37,17,1,6,73
User45374,92,68,92,49,10,93,61,95,43,16
User45375,8,62,94,28,68,37,27,100,78,44
User45376,6,64,31,91,94,53,67,26,10,8
User45377,6,18,55,82,77,92,63,60,55,19
User45378,83,52,89,32,53,96,27,79,57,42
User45379,34,56,13,34,22,19,13,76,6,42
User45380,62,27,9,84,7,35,10,26,49,98
User45381,53,62,47,1,97,14,79,86,24,47
User45382,70,86,21,55,81,35,78,2,42,57
User45383,3,22,99,78,55,62,36,50,74,76
User45384,46,26,80,85,36,44,76,17,26,18
User45385,14,90,27,49,71,35,57,53,89,11
User45386,27,40,68,29,56,59,88,29,63,78
User45387,61,33,28,85,52,70,13,75,48,87
User45388,59,34,54,28,98,45,100,50,79,56
User45389,23,63,17,90,84,11,83,41,85,59
User45390,36,55,63,50,81,32,45,51,60,59
User45391,77,16,66,66,65,45,87,28,93,19
User45392,83,68,15,2,87,49,21,14,3,97
User45393,57,29,56,17,24,46,14,62,93,95
User45394,58,47,77,21,99,23,80,61,81,65
User45395,80,31,58,49,69,29,58,51,21,88
User45396,33,61,55,39,10,12,69,35,48,94
User45397,7,20,6,29,64,6,15,63,50,7
User45398,2,9,7,39,80,18,8,81,1,66
User45399,32,72,68,20,98,54,7,11,38,48
User45400,73,85,35,72,70,33,52,50,10,61
User45401,65,44,27,75,47,57,12,59,56,21
User45402,41,31,88,22,1,1,12,60,59,21
User45403,85,42,34,98,47,44,89,77,40,58
User45404,58,82,53,93,94,23,4,59,17,75
User45405,100,91,62,60,90,22,76,18,38,26
User45406,36,76,74,10,72,1,9,39,26,26
User45407,64,15,31,91,8,80,67,30,57,79
User45408,39,60,48,87,44,83,58,42,94,67
User45409,99,20,31,24,79,66,34,47,23,2
User45410,75,25,54,70,59,64,3,8,49,71
User45411,86,60,59,42,61,47,8,4,75,80
User45412,15,54,100,44,27,18,37,31,70,46
User45413,40,15,98,37,100,21,85,1,38,21
User45414,51,100,86,14,34,18,15,85,60,54
User45415,83,13,15,81,28,27,66,78,12,94
User45416,14,85,53,27,89,38,98,68,57,34
User45417,64,6,85,5,15,4,27,21,45,87
User45418,56,75,16,94,58,98,92,85,13,87
User45419,72,5,28,61,22,37,56,75,74,26
User45420,45,62,54,32,96,26,96,100,12,22
User45421,55,78,68,62,73,9,98,15,23,33
User45422,50,43,50,17,30,96,5,95,21,1
User45423,28,89,96,47,20,24,96,14,84,17
User45424,97,30,69,47,18,100,79,43,55,90
User45425,62,33,71,90,27,41,47,71,36,11
User45426,42,53,66,82,92,8,96,97,21,50
User45427,11,26,29,74,2,96,58,60,36,45
User45428,35,83,83,66,4,69,76,96,4,86
User45429,79,76,9,53,48,63,98,1,11,68
User45430,11,24,48,63,24,62,19,54,79,72
